hip,hd,cons,ra_h,ra_m,ra_s,dec_sign,dec_deg,dec_m,dec_s,mag,bayer,flam,gould,name,is_comon,is_double,is_var,var_name,max_mag,min_mag
24836,34233,Cam,5,19,27.85,,58,7,2.7,6.13,,15,,,,,,,,
16303,21427,Cam,3,30,10.93,,59,21,57.8,6.14,,,,,,,,,,
19177,25425,Cam,4,6,38.81,,65,31,15.1,6.14,,,,,,,,,,
27731,38831,Cam,5,52,17.26,,58,57,50.9,6.14,,30,,,,,,,,
24479,33618,Cam,5,15,11.38,,59,24,20.6,6.15,,,,,,,,,,
26408,36570,Cam,5,37,15.07,,64,9,17.5,6.15,,19,,,,,,,,
42484,72582,Cam,8,39,42.64,,73,37,47.7,6.16,,,,,,,,,,
24313,33266,Cam,5,13,2.83,,61,51,0.1,6.17,,,,,,,,,,
27046,37638,Cam,5,44,8.46,,61,28,35.5,6.17,,23,,,,,,,,
20456,27402,Cam,4,22,57.91,,59,36,58.6,6.18,,,,,,,,,,
27472,38284,Cam,5,49,4.68,,62,48,29.5,6.18,,,,,,,,,,
26638,36384,Cam,5,39,43.72,,75,2,37.7,6.19,,,,,,,,,,
23484,31675,Cam,5,2,50.34,,66,49,25.6,6.2,,,,,,,,,,
23582,31563,Cam,5,4,12.77,,73,45,50.2,6.21,,,,,,,,,,
58545,104216,Cam,12,0,18.84,,80,51,11.8,6.21,,,,,,,,FR,,
27795,38645,Cam,5,52,55.49,,68,28,17.9,6.22,,,,,,,,,,
28205,39429,Cam,5,57,34.95,,66,5,46.1,6.24,,,,,,,,,,
19400,25948,Cam,4,9,22.16,,54,49,44.7,6.25,,,,,,,,,,
64437,115337,Cam,13,12,25.46,,80,28,16.6,6.25,,,,,,,,,,
26410,36496,Cam,5,37,16.05,,66,41,48.2,6.26,,,,,,,,,,
31703,45947,Cam,6,37,55.24,,73,41,44.3,6.26,,,,,,,,,,
58874,104904,Cam,12,4,28.53,,85,35,12.9,6.27,,,,,,,,,,
20772,27855,Cam,4,27,0.86,,57,35,7.2,6.28,,,,,,,,,,
28831,40055,Cam,6,5,9.32,,75,35,9.4,6.28,,,,,,,,,,
41208,67934,Cam,8,24,33.11,,82,25,51,6.28,,,,,,,,,,
16974,22316,Cam,3,38,19.7,,56,55,58.1,6.29,,,,,,,,KZ,,
19412,25877,Cam,4,9,27.58,,59,54,29.1,6.29,,,,,,,,,,
36019,55075,Cam,7,25,21.97,,81,15,27.1,6.3,,,,,,,,,,
45421,76990,Cam,9,15,21.24,,84,10,51.6,6.3,,,,,,,,,,
18067,23662,Cam,3,51,41.75,,68,30,27.1,6.31,,,,,,,,,,
18438,24164,Cam,3,56,30.33,,71,49,17.9,6.31,,,,,,,,,,
19172,25602,Cam,4,6,36.58,,54,0,32,6.31,,,,,,,,,,
42249,71973,Cam,8,36,48.78,,74,43,25.4,6.31,,,,,,,,,,
49688,86321,Cam,10,8,34.4,,83,55,6.1,6.31,,,,,,,,,,
22300,30144,Cam,4,48,6.94,,55,36,10.2,6.32,,,,,,,,,,
28829,40827,Cam,6,5,8.23,,59,23,36,6.32,,,,,,,,,,
19673,26101,Cam,4,12,51.88,,68,30,4.1,6.33,,,,,,,,,,
62170,111112,Cam,12,44,25.9,,80,37,16.1,6.33,,,,,,,,,,
22508,30085,Cam,4,50,36.39,,70,56,29.7,6.36,,,,,,,,,,
24440,32781,Cam,5,14,35.54,,76,28,22,6.36,,,,,,,,,,
34956,54070,Cam,7,13,57.99,,71,48,59.5,6.36,,,,,,,,,,
35735,56820,Cam,7,22,17.19,,59,54,7.1,6.36,,47,,,,,,,,
16602,21794,Cam,3,33,41.23,,57,52,7.1,6.37,,,,,,,,,,
24017,32715,Cam,5,9,44.53,,64,55,11.8,6.37,,,,,,,,,,
45097,77246,Cam,9,11,12.73,,80,49,44.2,6.37,,,,,,,,,,
24955,34200,Cam,5,20,40.69,,66,44,48.5,6.39,,,,,,,,,,
22720,30752,Cam,4,53,9.8,,52,50,28.3,6.4,,,,,,,,,,
41011,69054,Cam,8,22,9.5,,74,49,12.9,6.4,,,,,,,,,,
15309,20104,Cam,3,17,31.54,,65,39,30.1,6.41,,,,,,,,,,
28951,40956,Cam,6,6,39.2,,63,27,13.7,6.42,,,,,,,,,,
45764,79517,Cam,9,19,55.78,,74,1,0.3,6.42,,,,,,,,,,
16712,21903,Cam,3,35,1.04,,60,2,29,6.43,,,,,,,,,,
24003,32518,Cam,5,9,36.62,,69,38,22.4,6.44,,,,,,,,,,
25973,36066,Cam,5,32,33.68,,57,13,17.8,6.44,,18,,,,,,,,
16587,21769,Cam,3,33,32.19,,58,45,55.3,6.45,,,,,,,,,,
40559,65299,Cam,8,16,53.96,,84,3,27.7,6.45,,,,,,,,,,
17858,23594,Cam,3,49,19.73,,57,7,6,6.46,,,,,,,,,,
22152,29329,Cam,4,46,0.39,,76,36,40.9,6.46,,,,,,,,,,
66251,118686,Cam,13,34,42.81,,76,32,48.1,6.46,,,,,,,,,,
36211,57742,Cam,7,27,25.84,,66,19,53.9,6.47,,,,,,,,,,
25322,34450,Cam,5,24,59.43,,73,42,25.9,6.48,,,,,,,,,,
29348,41782,Cam,6,11,13.63,,60,27,12.7,6.48,,,,,,,,,,
16177,21203,Cam,3,28,23.56,,60,15,20.6,6.49,,,,,,,,,,
19222,25225,Cam,4,7,10.72,,74,0,1.9,6.49,,,,,,,,,,
24348,33296,Cam,5,13,31.29,,62,41,28.1,6.49,,14,,,,,,,,
27346,38058,Cam,5,47,32.26,,63,35,55.7,6.49,,,,,,,,,,
34238,52030,Cam,7,5,51.62,,70,43,55,6.49,,,,,,,,,,
28656,40568,Cam,6,3,4.31,,57,1,6.3,6.5,,,,,,,,,,
37934,62140,Cam,7,46,27.46,,62,49,50.4,6.5,,49,,,,,,,,
40526,69267,Can,8,16,30.95,,9,11,8.4,3.53,β,17,1,Altarf,1,,,,,
42911,74442,Can,8,44,41.11,,18,9,17.5,3.94,δ,47,,Asellus Australis,1,,,,,
43103,74739,Can,8,46,41.83,,28,45,36,4.03,ι,48,,Decapoda,,,,,,
44066,76756,Can,8,58,29.2,,11,51,28,4.26,α,65,,Acubens,1,,,,,
42806,74198,Can,8,43,17.21,,21,28,6.9,4.66,γ,43,,Asellus Borealis,1,,,,,
40167,68255,Can,8,12,12.71,,17,38,53.3,4.67,ζ1,16,,Tegmine,,,,,,
40843,69897,Can,8,20,3.87,,27,13,7,5.13,χ,18,,,,,,,,
41325,71115,Can,8,25,54.79,,7,33,52.3,5.13,,,3,,,,,,,
39567,66664,Can,8,5,4.51,,13,7,6.1,5.14,,8,,,,,,,,
44946,78515,Can,9,9,21.53,,22,2,43.6,5.16,ξ,77,,Nahn,,,,,,
43970,76543,Can,8,57,14.91,,15,19,21.8,5.22,ο1,62,,,,,,,,
43834,76219,Can,8,55,39.69,,27,55,39.2,5.23,ρ2,58,,,,,,,,
44154,76813,Can,8,59,32.68,,32,25,7.1,5.23,σ3,64,,,,,,,,
44798,78316,Can,9,7,44.82,,10,40,5.6,5.23,κ,76,,,,,,,,
39780,67228,Can,8,7,45.84,,21,34,55.1,5.3,μ,10,,,,,,,,
41822,72094,Can,8,31,35.77,,18,5,40.4,5.33,θ,31,,,,,,,,
41909,72292,Can,8,32,42.52,,20,26,28.6,5.33,η,33,,,,,,,,
45410,79554,Can,9,15,13.88,,14,56,29.5,5.36,π2,82,,,,,,,,
43721,75959,Can,8,54,14.7,,30,34,45,5.4,,57,,,,,,,,
44818,78235,Can,9,8,0.07,,29,39,15.2,5.42,τ,72,,,,,,,,
43851,76351,Can,8,55,55.56,,11,37,33.8,5.44,,60,,,,,,,,
43932,76398,Can,8,56,56.63,,32,54,38.1,5.44,σ2,59,,,,,,,,
44405,77350,Can,9,2,44.27,,24,27,10.6,5.45,ν,69,,,,,,,,
41400,71250,Can,8,26,43.95,,12,39,17.5,5.56,,27,,,,,,BP,,
41377,71093,Can,8,26,27.73,,27,53,37.9,5.58,φ1,22,,,,,,,,
39177,65759,Can,8,0,47.31,,17,18,31.4,5.6,,3,,,,,,,,
40240,68351,Can,8,13,8.87,,29,39,23.7,5.62,,15,,,,,,,,
42795,74228,Can,8,43,12.34,,12,40,51.1,5.62,A1,45,,,,,,,,
42917,74521,Can,8,44,45.04,,10,4,54.2,5.63,b,49,,,,,,,,
43584,75698,Can,8,52,34.62,,32,28,26.8,5.67,σ1,51,,,,,,,,
44001,76582,Can,8,57,35.16,,15,34,52.4,5.68,ο2,63,,,,,,,,
41816,72041,Can,8,31,30.57,,24,4,52.4,5.71,υ1,30,,,,,,,,
40023,67767,Can,8,10,27.23,,25,30,29.4,5.73,ψ,14,,,,,,,,
38848,64960,Can,7,56,59.47,,15,47,25.4,5.8,,1,,,,,,,,
40866,69994,Can,8,20,20.93,,20,44,52.2,5.8,,,,,,,,,,
44406,77445,Can,9,2,44.82,,7,17,53.7,5.85,,,13,,,,,,,
39191,65714,Can,8,0,55.86,,25,23,34.2,5.87,ω,2,,,,,,,,
43121,74873,Can,8,46,56.06,,12,6,36.3,5.89,A2,50,,,,,,,,
44307,77104,Can,9,1,24.13,,32,15,8.3,5.89,,66,,,,,,,,
42172,72945,Can,8,35,51.05,,6,37,13.9,5.91,,,6,,,,,,,
40881,70011,Can,8,20,32.15,,24,1,20.5,5.92,λ,19,,Kwan Kei,,,,,,
42265,73143,Can,8,37,5.79,,9,39,20.1,5.92,c,36,,,,,,,,
41117,70569,Can,8,23,21.87,,18,19,56.2,5.94,d1,20,,,,,,,,
41578,71555,Can,8,28,37.35,,14,12,39.1,5.94,,29,,,,,,,,
44892,78418,Can,9,8,47.42,,26,37,48,5.95,,75,,,,,,,,
39659,66875,Can,8,6,18.4,,22,38,7.8,5.96,μ1,9,,,,,,,,
42365,73192,Can,8,38,19,,32,48,7.3,5.96,,,,,,,,,,
43587,75732,Can,8,52,36.13,,28,19,53,5.96,ρ1,55,,,,,,,,
39236,65873,Can,8,1,30.29,,16,27,19.2,5.99,,5,,,,,,,,
40231,68461,Can,8,12,59.74,,16,30,51.7,6.03,,,,,,,,,,
42049,72617,Can,8,34,13.35,,8,27,8.5,6.04,,,5,,,,,,,
45033,78715,Can,9,10,20.86,,21,59,47.1,6.04,,79,,,,,,,,
45058,78712,Can,9,10,38.81,,30,57,47.6,6.04,,,,,,,,RS,,
38975,65257,Can,7,58,31.48,,16,31,7.3,6.05,,,,,,,,,,
39067,65522,Can,7,59,35.07,,13,14,31.9,6.05,,,,,,,,,,
41574,71496,Can,8,28,36.8,,24,8,42.2,6.05,,28,,,,,,,,
44342,77190,Can,9,1,48.88,,27,54,10,6.07,,67,,,,,,,,
40085,68099,Can,8,11,16.6,,9,49,16.6,6.08,,,,,,,,,,
41163,70734,Can,8,23,55.21,,10,37,55.6,6.11,,21,,,,,,,,
41319,71030,Can,8,25,49.99,,17,2,47.9,6.11,d2,25,,,,,,,,
42954,74485,Can,8,45,21.42,,30,41,51.9,6.12,,46,,,,,,,,
45896,80546,Can,9,21,27.17,,32,54,7.9,6.16,,,,,,,,,,
43957,76508,Can,8,57,8.3,,17,8,37.8,6.17,,,,,,,,,,
44010,76629,Can,8,57,42.03,,9,23,16,6.19,,,12,,,,,,,
39535,66552,Can,8,4,45.32,,18,50,31.4,6.21,,,,,,,,,,
39607,66684,Can,8,5,37.05,,27,31,47.1,6.21,,,,,,,,,,
42538,73596,Can,8,40,18.31,,31,56,31.1,6.21,,,,,,,,,,
40058,67959,Can,8,10,58.9,,14,37,46.3,6.22,,,,,,,,,,
39874,67483,Can,8,8,42.44,,13,38,27.4,6.25,,12,,,,,,,,
43575,75716,Can,8,52,28.6,,28,15,33,6.25,,53,,,,,,,,
44031,76572,Can,8,57,58.63,,30,14,1.5,6.25,,61,,,,,,,,
42010,72505,Can,8,33,45.06,,13,15,26.7,6.26,,,,,,,,,,
40617,69478,Can,8,17,31.66,,8,51,58.8,6.28,,,2,,,,,,,
43811,76221,Can,8,55,22.88,,17,13,52.5,6.28,,,,,,,,X,,
42556,73731,Can,8,40,27.03,,19,32,41.4,6.29,ε,41,,,,,,,,
39180,65735,Can,8,0,48.1,,19,48,58.4,6.3,,,,,,,,,,
41404,71150,Can,8,26,47.08,,26,56,7.7,6.3,φ2,23,,,,,,,,
44126,76830,Can,8,59,10.76,,18,8,6.1,6.3,,,,,,,,FZ,,
39263,65856,Can,8,1,43.77,,25,5,22,6.32,,4,,,,,,,,
42187,72943,Can,8,36,7.71,,15,18,49.3,6.33,,,,,,,,,,
39194,65757,Can,8,1,0.79,,23,34,59.4,6.34,,,,,,,,,,
41940,72324,Can,8,33,0.14,,24,5,5.7,6.35,υ2,32,,,,,,,,
43454,75528,Can,8,51,1.53,,15,21,1.7,6.36,,54,,,,,,,,
40354,68776,Can,8,14,21.01,,13,2,54,6.39,,,,,,,,,,
42516,73665,Can,8,40,6.44,,20,0,28.1,6.39,,39,,,,,,,,
44768,78175,Can,9,7,27.01,,22,58,51.1,6.39,,,,,,,,,,
45614,80064,Can,9,17,51.36,,11,30,4.1,6.4,,,,,,,,,,
43427,75469,Can,8,50,45.13,,18,49,56.1,6.41,,,,,,,,,,
40675,69629,Can,8,18,14.43,,15,40,40.6,6.42,,,,,,,,,,
42549,73710,Can,8,40,22.11,,19,40,11.9,6.42,,,,,,,,,,
40007,67690,Can,8,10,13.12,,25,50,40.4,6.44,ψ1,13,,,,,,,,
42462,73599,Can,8,39,24.57,,8,1,3.6,6.46,,,7,,,,,,,
44574,77660,Can,9,4,55.12,,32,22,37.2,6.46,,,,,,,,,,
39958,67542,Can,8,9,35.19,,29,5,35.1,6.47,,,,,,,,,,
40342,68703,Can,8,14,11.14,,17,40,33.3,6.47,,,,,,,,,,
44825,78234,Can,9,8,4.21,,32,32,25.6,6.47,,,,,,,,,,
41904,72359,Can,8,32,39.87,,10,3,57.7,6.48,,34,,,,,,,,
44984,78661,Can,9,9,46.45,,11,33,52.3,6.48,,,,,,,,,,
45272,79248,Can,9,13,37.27,,21,16,59.6,6.48,,,,,,,,,,
44148,76908,Can,8,59,26.89,,13,4,27.9,6.49,,,,,,,,,,
45170,79096,Can,9,12,17.87,,14,59,43.6,6.49,π1,81,,,,,,,,
41833,72115,Can,8,31,41.31,,18,59,16,6.5,,,,,,,,,,
63125,112413,CVn,12,56,1.84,,38,19,5.7,2.89,α2,12,,Cor Caroli,1,,,,,
61317,109358,CVn,12,33,45.09,,41,21,24.4,4.24,β,8,,Chara,1,,,,,
66234,118232,CVn,13,34,27.37,,49,0,57.3,4.68,,24,,,,,,,,
64844,115604,CVn,13,17,32.64,,40,34,21.2,4.72,,20,,,,,,,,
60485,107950,CVn,12,24,1.48,,51,33,44,4.76,,5,,Tseang,,,,,,
67665,120933,CVn,13,51,47.49,,34,26,39.5,4.76,,,,,,,,AW,,
66458,118623,CVn,13,37,27.7,,36,17,41.4,4.82,,25,,,,,,,,
66257,118216,CVn,13,34,47.75,,37,10,56.8,4.91,,,,,,,,BH,,
64540,115004,CVn,13,13,42.98,,40,9,10.3,4.94,,,,,,,,,,
60646,108225,CVn,12,25,51,,39,1,7.3,5.01,,6,,,,,,,,
64906,115735,CVn,13,18,14.54,,49,40,55.3,5.14,,21,,,,,,,,
63901,113797,CVn,13,5,44.46,,35,47,55.9,5.2,,14,,,,,,,,
60122,107274,CVn,12,19,48.72,,48,59,2.9,5.28,,3,,,,,,,,
61309,109317,CVn,12,33,38.9,,33,14,51.6,5.42,,,,,,,,,,
62223,110914,CVn,12,45,7.83,,45,26,24.8,5.42,,,,La Superba,1,,,Y,,
67250,120164,CVn,13,46,59.87,,38,32,33.9,5.51,,,,,,,,,,
65072,116010,CVn,13,20,19,,40,9,2,5.6,,23,,,,,,,,
63121,112412,CVn,12,56,0.6,,38,18,52.9,5.61,α1,12,,,,,,,,
67384,120420,CVn,13,48,38.74,,31,11,24.4,5.61,,,,,,,,,,
63916,113847,CVn,13,5,52.28,,45,16,6.6,5.64,,,,,,,,,,
59831,106690,CVn,12,16,7.54,,40,39,36.9,5.69,,2,,,,,,,,
63024,112264,CVn,12,54,56.54,,47,11,48.3,5.75,,,,,,,,TU,,
64692,115271,CVn,13,15,32.05,,40,51,18.6,5.77,,19,,,,,,,,
64927,115723,CVn,13,18,27.71,,34,5,53.9,5.81,,,,,,,,,,
62641,111604,CVn,12,50,10.81,,37,31,0.8,5.87,,,,,,,,DT,,
65550,116957,CVn,13,26,16.58,,46,1,41.2,5.88,,,,,,,,,,
67194,120047,CVn,13,46,13.63,,41,5,19.9,5.88,,,,,,,,,,
67605,120819,CVn,13,51,9.21,,34,39,52.3,5.89,,,,,,,,,,
64246,114447,CVn,13,10,3.27,,38,29,55.9,5.91,,17,,,,,,,,
67782,121164,CVn,13,53,10.36,,28,38,53,5.91,,,,,,,,,,
67210,120048,CVn,13,46,19.1,,38,30,13.2,5.92,,,,,,,,,,
62207,110897,CVn,12,44,59.68,,39,16,42.9,5.95,,10,,,,,,,,
66907,119458,CVn,13,42,43.42,,34,59,20.4,5.98,,,,,,,,,,
64212,114357,CVn,13,9,38.72,,37,25,23.3,6.01,,,,,,,,,,
64979,115810,CVn,13,19,4.27,,35,7,40.6,6.01,,,,,,,,,,
60467,107904,CVn,12,23,47.08,,42,32,33.8,6.03,,4,,,,,,,,
65951,117710,CVn,13,31,15.84,,42,6,21.9,6.07,,,,,,,,,,
65376,116581,CVn,13,23,53.92,,37,2,2.2,6.1,,,,,,,,CL,,
63211,112570,CVn,12,57,7.8,,46,10,36.9,6.11,,,,,,,,,,
60988,108845,CVn,12,30,3.1,,51,32,8.1,6.21,,7,,,,,,,,
66690,119035,CVn,13,40,15.63,,31,0,42.5,6.21,,,,,,,,,,
66725,119081,CVn,13,40,39.12,,28,3,54.5,6.22,,,,,,,,,,
61320,109345,CVn,12,33,47.41,,33,23,4.9,6.24,,,,,,,,,,
62516,111421,CVn,12,48,41.86,,48,28,0.5,6.25,,11,,,,,,,,
62972,112171,CVn,12,54,13.15,,33,32,3.9,6.25,,,,,,,,,,
64217,114376,CVn,13,9,42.04,,38,32,1.9,6.25,,15,,,,,,,,
68567,122675,CVn,14,2,12.17,,45,45,13.1,6.28,,,,,,,,,,
66892,119445,CVn,13,42,28.87,,41,40,27.3,6.3,,,,,,,,,,
68065,121682,CVn,13,56,10.54,,32,1,56.9,6.31,,,,,,,,,,
60305,107610,CVn,12,21,56.3,,47,10,56.1,6.33,,,,,,,,,,
62172,110834,CVn,12,44,27.12,,44,6,10.8,6.34,,,,,,,,,,
65230,116303,CVn,13,22,3.97,,43,54,12,6.34,,,,,,,,,,
61692,109980,CVn,12,38,46.3,,40,52,28.9,6.35,,9,,,,,,,,
66223,118156,CVn,13,34,21.85,,38,47,21.2,6.37,,,,,,,,,,
61748,110066,CVn,12,39,16.85,,35,57,7.1,6.39,,,,,,,,AX,,
65754,117361,CVn,13,28,45.8,,50,43,7.5,6.42,,,,,,,,,,
67483,120600,CVn,13,49,44.98,,36,37,58,6.43,,,,,,,,,,
67778,121197,CVn,13,53,8.44,,40,20,16.8,6.48,,,,,,,,,,
65723,117261,CVn,13,28,26.23,,40,43,47.2,6.49,,,,,,,,,,
62600,111572,CVn,12,49,38.05,,48,44,24.2,6.5,,,,,,,,,,
64530,114975,CVn,13,13,35.94,,36,53,15.3,6.5,,,,,,,,,,
32349,48915,CMa,6,45,9.25,,-16,42,47.3,-1.46,α,9,66,Sirius,1,,,,,
33579,52089,CMa,6,58,37.55,,-28,58,19.5,1.5,ε,21,106,Adhara,1,,,,,
34444,54605,CMa,7,8,23.49,,-26,23,35.5,1.83,δ,25,123,Wezen,1,,,,,
30324,44743,CMa,6,22,41.99,,-17,57,21.3,1.98,β,2,20,Mirzam,1,,,,,
35904,58350,CMa,7,24,5.71,,-29,18,11.2,2.45,η,31,167,Aludra,1,,,,,
30122,44402,CMa,6,20,18.79,,-30,3,48.2,3.02,ζ,1,18,Furud,,,,,,
33977,53138,CMa,7,3,1.47,,-23,49,59.9,3.02,ο2,24,115,Menkelb II,,,,,,
33856,52877,CMa,7,1,43.15,,-27,56,5.4,3.49,σ,22,114,,,,,,,
32759,50013,CMa,6,49,50.47,,-32,30,30.6,3.5,κ,13,81,,,,,,,
33152,50877,CMa,6,54,7.95,,-24,11,3.2,3.89,ο1,16,92,Menkelb I,,,,,,
31592,47205,CMa,6,36,41,,-19,15,20.6,3.95,ν2,7,54,Ya Ke,,,,,,
35037,56139,CMa,7,14,48.66,,-26,46,21.7,4.01,ω,28,140,,,,,,,
33160,50778,CMa,6,54,11.48,,-12,2,18.9,4.08,θ,14,89,,,,,,,
34045,53244,CMa,7,3,45.49,,-15,37,59.7,4.11,γ,23,116,Muliphein,,,,,,
31125,46328,CMa,6,31,51.37,,-23,25,6.4,4.34,ξ1,4,44,,,,,,,
33347,51309,CMa,6,56,8.23,,-17,3,15.3,4.36,ι,20,98,,,,,,,
35415,57061,CMa,7,18,42.49,,-24,57,15.8,4.37,τ,30,151,,,,,,,
31700,47442,CMa,6,37,53.43,,-18,14,14.8,4.42,ν3,8,57,,,,,,,
34981,56014,CMa,7,14,15.22,,-26,21,9.1,4.42,,27,139,,,,,EW,,
30788,45813,CMa,6,28,10.22,,-32,34,48.5,4.47,λ,,35,,,,,,,
31416,46933,CMa,6,35,3.38,,-22,57,53.4,4.54,ξ2,5,49,,,,,,,
33302,51199,CMa,6,55,37.4,,-20,8,11.7,4.66,π,19,95,,,,,,,
35205,56618,CMa,7,16,35,,-27,52,52.6,4.66,,,147,,,,,,,
31827,47667,CMa,6,39,16.72,,-14,8,44.7,4.82,,,61,,,,,,,
33092,50707,CMa,6,53,32.91,,-20,13,27.3,4.82,,15,87,,,,,EY,,
35210,56577,CMa,7,16,36.84,,-23,18,56.2,4.83,,,145,,,,,,,
35412,57060,CMa,7,18,40.38,,-24,33,31.3,4.88,,29,150,,,,,UW,,
35727,57821,CMa,7,22,13.53,,-19,0,59.7,4.94,,,160,,,,,,,
29735,43445,CMa,6,15,44.88,,-13,43,6.2,5,,,7,,,,,,,
33345,51250,CMa,6,56,6.65,,-14,2,36.4,5,μ,18,96,Isis,,,,,,
29895,43827,CMa,6,17,41.73,,-16,48,57.3,5.15,,,11,,,,,,,
31084,46184,CMa,6,31,23.02,,-12,23,30.9,5.16,,,41,,,,,,,
35951,58343,CMa,7,24,40.19,,-16,12,5.1,5.18,,,165,,,,,,,
30457,44951,CMa,6,24,10.35,,-11,31,48,5.21,,,23,,,,,,,
32292,48917,CMa,6,44,28.47,,-31,4,13.9,5.23,,10,67,,,,,FT,,
31688,47536,CMa,6,37,47.54,,-32,20,23.6,5.25,,,59,,,,,,,
32492,49229,CMa,6,46,51.09,,-14,25,33.6,5.28,,11,75,,,,,,,
33316,51283,CMa,6,55,46.93,,-22,56,29.2,5.29,,,97,,,,,,,
35427,57146,CMa,7,18,51.28,,-26,35,9.1,5.29,,,154,,,,,,,
32411,49048,CMa,6,45,59.4,,-14,47,45.9,5.3,,,71,,,,,,,
35957,58535,CMa,7,24,43.87,,-31,48,32.1,5.35,,,171,,,,,,,
35083,56342,CMa,7,15,21.08,,-30,41,11.3,5.36,,,142,,,,,,,
35848,58215,CMa,7,23,28.97,,-27,50,3.4,5.37,,,162,,,,,,,
32677,49662,CMa,6,48,57.74,,-15,8,41,5.39,,,77,,,,,,,
35795,58155,CMa,7,23,0.7,,-31,55,25.6,5.4,,,161,,,,,,,
34301,53974,CMa,7,6,40.77,,-11,17,38.5,5.41,,,119,,,,,FN,,
35855,58286,CMa,7,23,31.9,,-32,12,7.5,5.41,,,163,,,,,,,
33478,51733,CMa,6,57,33.97,,-24,37,51.8,5.45,,,102,,,,,,,
34624,55070,CMa,7,10,19.33,,-27,29,29.5,5.46,,,128,,,,,,,
35180,56405,CMa,7,16,14.58,,-15,35,8.4,5.46,,,144,,,,,,,
30214,44458,CMa,6,21,24.72,,-11,46,23.7,5.48,,,17,,,,,FR,,
29941,43955,CMa,6,18,13.73,,-19,58,1.2,5.51,,,13,,,,,,,
35044,56160,CMa,7,14,51.19,,-27,2,16.5,5.58,,,141,,,,,,,
33575,52018,CMa,6,58,35.9,,-25,24,51,5.59,,,105,,,,,,,
35615,57478,CMa,7,20,58.29,,-14,21,37.8,5.59,,,156,,,,,,,
36186,58954,CMa,7,27,7.99,,-17,51,53.5,5.6,,,176,,,,,NR,,
30436,45018,CMa,6,23,55.91,,-25,34,39.1,5.61,,,29,,,,,,,
31362,46936,CMa,6,34,35.33,,-32,42,58.5,5.62,,,50,,,,,,,
32385,49131,CMa,6,45,31.19,,-30,56,56.4,5.62,,,74,,,,,HP,,
33804,52670,CMa,7,1,5.95,,-25,12,56.3,5.64,,,113,,,,,LS,,
33077,50644,CMa,6,53,18.84,,-19,1,58,5.65,,,84,,,,,,,
36168,58978,CMa,7,26,59.49,,-23,5,9.7,5.65,,,177,,,,,,,
34579,54912,CMa,7,9,43.03,,-25,13,51.8,5.69,,,126,,,,,LZ,,
31870,47946,CMa,6,39,42.67,,-30,28,12.1,5.7,,,63,,,,,,,
35487,57167,CMa,7,19,28.08,,-16,23,41.7,5.7,,,155,,,,,R,,
31564,47138,CMa,6,36,22.86,,-18,39,35.8,5.71,ν1,6,52,,,,,,,
31190,46547,CMa,6,32,38.98,,-32,1,49.6,5.73,,,47,,,,,,,
30840,45871,CMa,6,28,39.24,,-32,22,16.7,5.74,,,36,,,,,IY,,
32810,50123,CMa,6,50,23.35,,-31,42,21.9,5.74,,,83,,,,,HZ,,
34360,54309,CMa,7,7,22.59,,-23,50,26.6,5.75,,,122,,,,,FV,,
30836,45765,CMa,6,28,37.41,,-17,27,57.7,5.76,,,34,,,,,,,
32809,49980,CMa,6,50,21.77,,-17,5,4.4,5.77,,,79,,,,,,,
34888,55589,CMa,7,13,7.2,,-11,15,4.9,5.77,,,132,,,,,,,
30011,44081,CMa,6,18,58.98,,-20,55,32.2,5.79,,,15,,,,,,,
35998,58461,CMa,7,25,8.44,,-13,45,7.1,5.79,,,169,,,,,,,
36024,58612,CMa,7,25,25.27,,-25,13,4,5.79,,,173,,,,,,,
36251,59067,CMa,7,27,51.66,,-11,33,24.7,5.79,,,178,,,,,,,
33248,51055,CMa,6,55,2.74,,-20,24,17.5,5.8,,17,94,,,,,,,
34758,55344,CMa,7,11,41.61,,-20,52,59.2,5.84,,,130,,,,,,,
35626,57615,CMa,7,21,4.34,,-25,53,30,5.87,,,159,,,,,MZ,,
29679,43396,CMa,6,15,8.4,,-20,16,20.1,5.88,,,5,,,,,,,
34798,55522,CMa,7,12,12.22,,-25,56,33.4,5.91,,26,131,,,,,MM,,
31037,46189,CMa,6,30,46.29,,-27,46,10.5,5.92,,,42,,,,,,,
32366,49095,CMa,6,45,23.08,,-31,47,34.5,5.92,,,72,,,,,,,
31599,47182,CMa,6,36,46.6,,-13,19,15.5,5.95,,,53,,,,,,,
29771,43544,CMa,6,16,7.7,,-16,37,4.8,5.97,,,9,,,,,,,
29692,43429,CMa,6,15,17.71,,-18,28,37.2,5.99,,,6,,,,,,,
34914,55762,CMa,7,13,24.01,,-22,40,26.9,5.99,,,134,,,,,,,
34561,54764,CMa,7,9,33.37,,-16,14,4.2,6,,,125,,,,,OS,,
35611,57593,CMa,7,20,54.92,,-26,57,49.9,6,,,158,,,,,HQ,,
31758,47561,CMa,6,38,35.43,,-16,52,24.6,6.01,,,58,,,,,,,
35213,56578,CMa,7,16,38.38,,-23,18,39.8,6.02,,,146,,,,,,,
29993,44021,CMa,6,18,48.79,,-15,1,30,6.04,,,14,,,,,,,
32368,49001,CMa,6,45,23.38,,-23,27,45,6.04,,,69,,,,,,,
36017,58585,CMa,7,25,19.98,,-21,58,57.4,6.04,,,172,,,,,,,
